Cliente_ID,Frecuencia,Transaccionalidad,Ingresos,Indice_Cliente,Categoria_Indice,Cluster
27,10.0,371.26,904.52,-0.2264483931110877,Muy Bajo,0
28,14.0,1963.46,827.32,-0.041552730077246955,Muy Bajo,0
29,13.0,2689.11,840.0,-0.023258551659472666,Muy Bajo,0
30,19.0,2344.9,0.0,0.08224030700097283,Muy Bajo,0
31,23.0,201.17,100.0,0.055769854146117986,Muy Bajo,0
32,29.0,2955.19,1757.0,0.38996904476223543,Muy Bajo,0
33,13.0,3551.15,2261.22,0.0550501925664789,Muy Bajo,0
34,8.0,1371.08,1032.53,-0.2137621047337849,Muy Bajo,0
35,5.0,974.66,0.0,-0.3285654817022545,Muy Bajo,0
36,19.0,1957.4,560.0,0.07125869094081994,Muy Bajo,0
37,1.0,0.02,825.0,-0.4628229231517398,Muy Bajo,0
38,2.0,0.07,472.98,-0.44621945349207226,Muy Bajo,0
39,20.0,6590.2,1206.72,0.37458293777981744,Muy Bajo,0
40,7.0,1559.92,158.0,-0.2442765730284325,Muy Bajo,0
41,18.0,582.22,450.0,-0.03379630003662877,Muy Bajo,0
42,22.0,2541.76,589.0,0.17660185763119404,Muy Bajo,0
43,8.0,2782.36,650.0,-0.14029228645507827,Muy Bajo,0
44,2.0,19.72,2320.0,-0.4077754272125023,Muy Bajo,0
45,5.0,278.98,278.0,-0.3629751253882569,Muy Bajo,0
46,1.0,0.02,920.67,-0.4608901993744708,Muy Bajo,0
