Cliente_ID,Frecuencia,Transaccionalidad,Ingresos,Indice_Cliente,Categoria_Indice,Cluster
1047,28.0,5366.6,870.0,0.48707773178168734,Muy Bajo,0
1048,3.0,164.03,950.0,-0.4034372056472829,Muy Bajo,0
1049,7.0,1172.57,819.0,-0.2532091585215104,Muy Bajo,0
1050,66.0,4654.8,1430.97,1.358516800776928,Muy Bajo,0
1051,6.0,2030.91,1886.0,-0.20598133484290318,Muy Bajo,0
1052,9.0,2747.94,2800.0,-0.07512627346150466,Muy Bajo,0
1053,29.0,4801.68,1022.18,0.48136161744051587,Muy Bajo,0
1054,13.0,1093.22,634.65,-0.11922620767053875,Muy Bajo,0
1055,9.0,1639.11,800.0,-0.17932652993474837,Muy Bajo,0
1056,1.0,0.02,300.0,-0.4734289645760757,Muy Bajo,0
1057,45.0,2659.58,267.0,0.7222537564119323,Muy Bajo,0
1058,1.0,0.02,589.94,-0.4675716014321291,Muy Bajo,0
1059,21.0,4037.58,819.16,0.24360112429887898,Muy Bajo,0
1060,2.0,0.04,1617.85,-0.42309253449643763,Muy Bajo,0
1061,2.0,1.05,0.0,-0.45571820364258686,Muy Bajo,0
1062,12.0,1471.35,1301.36,-0.10771381231925224,Muy Bajo,0
1063,22.0,5552.57,870.0,0.35550490339281277,Muy Bajo,0
1064,2.0,19.72,849.15,-0.4374895148867586,Muy Bajo,0
1065,4.0,20.64,2120.0,-0.3643387015275719,Muy Bajo,0
1066,9.0,2259.56,1896.71,-0.1214733587180125,Muy Bajo,0
1067,10.0,1283.64,874.53,-0.1745606688188123,Muy Bajo,0
1068,5.0,209.87,986.03,-0.35264774347929945,Muy Bajo,0
1069,21.0,1828.49,0.0,0.09995296213179025,Muy Bajo,0
1070,27.0,2318.94,849.15,0.28759798024908584,Muy Bajo,0
1071,18.0,3032.23,3321.67,0.16517791461147308,Muy Bajo,0
1072,29.0,10876.51,849.15,0.827380070507667,Muy Bajo,0
1073,2.0,200.31,0.0,-0.444253823553193,Muy Bajo,0
1074,5.0,76.07,800.0,-0.3641040719481346,Muy Bajo,0
1075,7.0,842.03,1582.0,-0.2568125908783562,Muy Bajo,0
1076,2.0,0.04,704.73,-0.44153936982098935,Muy Bajo,0
1077,1.0,0.02,1116.41,-0.456935863091805,Muy Bajo,0
1078,3.0,1225.61,0.0,-0.36155131930085527,Muy Bajo,0
1079,11.0,1596.29,0.0,-0.15052756568819434,Muy Bajo,0
1080,13.0,1868.95,807.0,-0.07111294157148623,Muy Bajo,0
1081,8.0,5530.78,2500.0,0.05521112098170099,Muy Bajo,0
1082,4.0,659.51,2101.0,-0.32796529487459153,Muy Bajo,0
1083,26.0,3212.1,1369.0,0.32577564957446636,Muy Bajo,0
1084,1.0,0.02,2085.0,-0.43736842373333346,Muy Bajo,0
1085,19.0,13264.06,3250.0,0.7761282127959236,Muy Bajo,0
1086,19.0,1658.42,860.69,0.060131477144957146,Muy Bajo,0
1087,10.0,1591.53,807.63,-0.15819779837976916,Muy Bajo,0
1088,19.0,3782.47,1969.88,0.20474606301732845,Muy Bajo,0
1089,5.0,3523.03,1470.77,-0.15223310509581195,Muy Bajo,0
1090,14.0,2191.32,1078.21,-0.023374379622929584,Muy Bajo,0
1091,5.0,481.28,0.0,-0.35695199102929026,Muy Bajo,0
1092,13.0,309.7,150.0,-0.17409674919771703,Muy Bajo,0
