Cliente_ID,Frecuencia,Transaccionalidad,Ingresos,Cluster
593,3.0,371.35,1504.73,2
594,32.0,4463.74,150.0,0
595,18.0,2895.36,0.0,0
596,20.0,3198.75,912.65,0
597,11.0,2175.69,819.0,0
598,27.0,2131.75,1062.0,0
599,9.0,268.51,158.0,1
600,6.0,496.82,331.46,1
601,2.0,19.71,0.0,1
602,1.0,0.02,150.0,1
603,21.0,2006.86,860.69,0
604,1.0,0.03,0.0,1
605,5.0,1513.6,904.0,2
606,6.0,248.48,198.0,1
607,15.0,5876.06,1334.42,0
608,7.0,604.21,1234.42,2
609,2.0,2.15,779.75,1
610,1.0,0.02,306.0,1
611,1.0,0.03,2300.0,2
612,30.0,1756.63,817.16,0
613,1.0,0.03,0.0,1
614,1.0,0.02,1700.0,2
615,22.0,2171.5,849.15,0
617,13.0,1853.86,954.0,0
619,5.0,180.4,614.25,1
621,6.0,265.53,158.0,1
622,26.0,1548.3,819.16,0
623,13.0,1517.69,258.0,1
624,25.0,1899.58,986.03,0
626,33.0,6196.3,2023.59,0
627,17.0,1921.16,1488.37,0
628,9.0,2724.87,1214.43,2
629,8.0,2628.71,0.0,1
630,9.0,1217.23,766.44,2
631,1.0,0.02,976.55,2
632,7.0,1831.19,937.59,2
633,11.0,5341.76,150.0,0
636,7.0,112.46,1419.37,2
637,3.0,820.58,1533.38,2
638,14.0,2316.3,800.0,0
639,5.0,312.39,644.0,1
640,21.0,2138.61,807.63,0
641,9.0,303.53,150.0,1
642,6.0,1410.58,158.0,1
643,1.0,0.02,150.0,1
645,2.0,1.57,1200.0,2
646,1.0,0.02,340.0,1
647,9.0,406.15,1068.14,2
649,16.0,1921.52,937.59,0
650,6.0,1081.25,0.0,1
651,22.0,2132.31,1297.45,0
652,9.0,286.68,180.0,1
653,2.0,1.04,1050.0,2
654,16.0,3184.1,830.77,0
655,13.0,2231.99,685.84,0
656,2.0,19.71,0.0,1
657,20.0,1228.14,577.59,0
658,29.0,3614.5,1013.61,0
659,9.0,260.4,180.0,1
660,16.0,1734.95,819.16,0
661,19.0,2692.36,962.65,0
663,2.0,0.05,451.82,1
664,1.0,0.02,2051.76,2
665,19.0,2102.19,860.69,0
666,20.0,1794.76,833.77,0
667,23.0,3120.98,1280.0,0
668,23.0,2222.07,1234.42,0
669,32.0,1740.95,819.16,0
670,4.0,305.34,756.65,1
671,29.0,2662.35,900.0,0
672,14.0,1462.43,686.0,0
673,17.0,1682.13,836.0,0
674,20.0,1792.81,1234.0,0
675,16.0,2176.8,1018.0,0
676,1.0,0.02,0.0,1
677,25.0,1922.88,819.16,0
678,8.0,6453.07,959.38,0
679,6.0,1048.87,907.3,2
680,5.0,272.24,1080.0,2
682,2.0,120.03,0.0,1
683,10.0,6506.39,1115.31,0
684,1.0,0.06,2499.0,2
685,12.0,3468.14,937.0,0
686,32.0,2887.51,874.53,0
688,4.0,757.28,426.0,1
689,29.0,4249.29,1491.75,0
692,29.0,2257.97,0.0,0
693,26.0,2155.12,553.24,0
695,3.0,157.82,150.0,1
696,22.0,2061.57,890.0,0
698,19.0,1687.76,849.15,0
699,28.0,1592.03,688.69,0
700,2.0,19.71,0.0,1
701,10.0,1556.39,816.0,2
702,2.0,95.41,641.04,1
703,27.0,1539.4,800.0,0
704,15.0,1434.68,819.16,0
706,13.0,324.77,1003.72,2
707,28.0,1669.54,1910.0,0
708,2.0,19.71,969.0,2
709,12.0,3986.01,1003.12,0
710,34.0,2319.92,920.67,0
711,3.0,292.84,1583.0,2
712,19.0,3395.08,1757.73,0
713,6.0,203.18,150.0,1
714,14.0,860.14,540.77,1
715,2.0,19.71,1000.0,2
716,4.0,1025.54,1300.0,2
718,30.0,2043.82,1003.72,0
720,2.0,19.71,920.0,2
722,4.0,224.05,150.0,1
723,11.0,1651.37,975.17,2
724,2.0,0.04,1022.0,2
725,3.0,742.75,295.0,1
726,1.0,0.13,1900.0,2
727,26.0,811.4,158.0,0
728,21.0,3689.16,954.51,0
729,7.0,275.25,1800.0,2
731,32.0,3428.33,807.63,0
732,18.0,2944.16,158.0,0
734,14.0,2263.42,1050.0,0
735,2.0,19.71,0.0,1
737,8.0,1835.37,1683.5,2
738,25.0,2252.58,1003.72,0
739,3.0,2901.56,1700.0,2
740,4.0,707.85,1000.0,2
741,1.0,0.02,515.66,1
742,14.0,1589.94,1812.0,2
743,24.0,1577.65,160.0,0
744,7.0,182.1,575.89,1
745,2.0,273.2,0.0,1
746,1.0,0.03,1700.0,2
747,9.0,1384.53,1844.63,2
748,1.0,0.02,900.0,2
750,17.0,3680.8,1781.52,0
751,15.0,1436.94,1816.29,2
752,20.0,6431.21,1962.79,0
754,2.0,0.04,626.0,1
755,4.0,524.63,937.59,2
756,3.0,201.15,500.0,1
757,15.0,514.83,1600.0,2
758,10.0,1383.7,467.0,1
759,5.0,927.55,156.0,1
760,17.0,3781.39,1441.0,0
761,25.0,5022.38,1300.0,0
762,35.0,5623.46,947.24,0
763,29.0,2189.68,1003.72,0
764,4.0,747.27,1320.8,2
765,6.0,278.24,158.0,1
766,12.0,5386.81,590.56,0
767,18.0,2273.08,1003.72,0
768,2.0,19.71,0.0,1
769,17.0,310.49,150.0,1
771,2.0,19.71,0.0,1
772,2.0,1.41,1885.0,2
773,10.0,1629.69,1110.61,2
774,5.0,99.98,0.0,1
775,2.0,19.71,0.0,1
776,14.0,1906.95,880.0,0
777,5.0,320.73,1837.8,2
778,8.0,976.1,578.42,1
779,16.0,1511.0,0.0,1
780,11.0,1668.12,1664.92,2
781,5.0,226.28,323.5,1
782,25.0,1838.81,800.43,0
785,1.0,0.02,250.0,1
786,12.0,4497.33,1469.91,0
787,24.0,1247.57,807.63,0
788,16.0,1320.28,830.58,0
789,5.0,883.14,1464.0,2
790,12.0,1073.01,0.0,1
791,4.0,238.86,831.03,2
792,4.0,1338.26,820.0,2
793,20.0,2929.77,1703.72,0
795,8.0,243.3,158.0,1
796,37.0,1878.85,807.0,0
797,9.0,385.03,807.0,2
798,9.0,1521.24,160.0,1
799,1.0,0.02,339.0,1
800,18.0,1714.37,860.69,0
801,7.0,216.57,158.0,1
802,7.0,1669.64,934.59,2
804,20.0,3419.47,1527.83,0
805,12.0,2311.53,970.0,0
806,19.0,1833.88,937.59,0
807,1.0,0.03,0.0,1
808,3.0,10.08,1150.97,2
809,24.0,1941.32,833.77,0
811,32.0,3518.11,904.0,0
812,9.0,283.03,280.0,1
813,10.0,1590.36,819.16,2
814,14.0,3356.08,1086.88,0
815,15.0,292.46,180.0,1
816,2.0,1.02,158.0,1
817,12.0,3133.6,1186.49,0
818,16.0,2133.37,1184.87,0
819,7.0,248.53,158.0,1
820,1.0,0.02,0.0,1
821,1.0,0.02,550.0,1
822,11.0,472.3,650.0,1
823,11.0,343.88,380.0,1
824,8.0,203.76,830.0,2
826,1.0,0.02,0.0,1
827,1.0,2.48,0.0,1
828,5.0,1625.28,900.0,2
829,14.0,2007.39,937.59,0
830,2.0,176.02,1800.0,2
831,8.0,1207.19,1734.0,2
832,14.0,1710.53,860.69,0
834,2.0,0.37,160.0,1
836,12.0,1890.56,1410.0,2
837,10.0,5456.53,1180.0,0
839,33.0,2797.09,809.72,0
840,21.0,1614.9,824.53,0
842,15.0,402.8,804.25,2
843,20.0,2776.26,1624.58,0
844,15.0,558.07,155.0,1
845,1.0,0.02,337.0,1
846,23.0,929.7,1070.0,0
847,22.0,1733.8,819.16,0
848,28.0,1694.28,724.62,0
849,6.0,226.32,800.0,2
850,16.0,1729.51,150.0,1
852,13.0,1555.75,1013.0,2
853,12.0,1756.05,986.03,2
854,1.0,0.02,0.0,1
855,31.0,5562.4,693.75,0
856,3.0,25.74,874.78,2
858,10.0,1734.45,1070.0,2
859,16.0,2264.77,1257.49,0
860,6.0,331.45,807.63,2
861,9.0,1180.47,819.16,2
862,1.0,0.02,150.0,1
863,11.0,1106.46,1111.29,2
864,6.0,249.91,158.0,1
865,16.0,1724.73,849.15,0
866,6.0,3029.34,302.24,1
867,20.0,7895.69,720.72,0
868,1.0,0.02,1200.0,2
869,6.0,274.2,150.0,1
870,3.0,157.8,158.0,1
871,20.0,4340.36,807.63,0
872,7.0,1206.17,2453.9,2
873,2.0,19.72,0.0,1
874,22.0,3109.85,888.37,0
875,7.0,286.88,168.0,1
876,1.0,0.02,400.0,1
877,21.0,1085.89,819.16,0
878,2.0,179.16,2090.0,2
880,3.0,0.3,0.0,1
881,5.0,1730.65,800.0,2
882,9.0,531.12,1200.0,2
883,19.0,1723.57,888.37,0
885,30.0,2874.3,937.59,0
886,2.0,80.72,405.21,1
887,11.0,1409.42,565.29,1
888,28.0,2187.42,1110.61,0
889,3.0,569.97,845.0,2
890,11.0,1239.63,850.99,2
891,8.0,322.54,180.0,1
892,10.0,1773.01,1548.91,2
893,1.0,0.02,100.0,1
894,28.0,7532.18,848.15,0
895,31.0,3081.05,819.16,0
897,1.0,0.02,800.0,2
898,37.0,4024.42,1263.36,0
900,1.0,0.02,560.0,1
901,12.0,1418.78,818.61,2
902,8.0,4371.48,0.0,0
903,9.0,1159.3,1022.0,2
904,13.0,2443.9,937.0,0
906,5.0,1739.03,1996.0,2
907,24.0,2069.2,860.0,0
908,18.0,2082.99,1392.0,0
909,37.0,1932.0,1039.06,0
910,1.0,0.02,470.0,1
911,9.0,4545.45,0.0,0
912,18.0,2613.96,2186.03,0
913,8.0,637.99,1370.5,2
914,23.0,1816.11,701.64,0
916,5.0,237.95,150.0,1
917,3.0,190.56,0.0,1
918,8.0,252.71,158.0,1
919,6.0,261.88,1687.59,2
920,2.0,175.5,1057.0,2
923,10.0,1109.99,2000.0,2
924,14.0,1666.54,819.16,0
926,1.0,0.03,0.0,1
927,7.0,603.6,1400.0,2
928,8.0,283.61,150.0,1
929,4.0,221.15,980.0,2
930,5.0,6261.49,0.0,0
931,19.0,430.3,158.0,1
932,4.0,3893.1,557.17,0
933,2.0,19.71,0.0,1
934,18.0,2302.21,1239.93,0
935,28.0,2220.74,1022.18,0
939,2.0,0.04,2530.0,2
940,19.0,2153.65,860.69,0
941,33.0,3400.43,1090.62,0
942,1.0,3.1,851.52,2
944,25.0,2281.88,742.98,0
945,30.0,3608.99,833.77,0
947,1.0,0.02,1500.0,2
949,20.0,2922.34,713.76,0
950,3.0,1501.28,723.45,2
951,1.0,0.02,1600.0,2
952,5.0,23.47,969.12,2
953,29.0,5598.6,937.59,0
954,8.0,1327.32,807.63,2
955,22.0,2562.53,1050.0,0
