Cliente_ID,Frecuencia,Transaccionalidad,Ingresos,Cluster
956,11.0,399.78,155.0,1
957,1.0,0.02,840.0,2
958,11.0,1148.9,408.7,1
959,7.0,359.57,1225.8,2
960,8.0,1411.8,510.0,1
961,11.0,1433.23,622.0,1
962,1.0,0.02,807.63,2
963,2.0,20.0,0.0,1
965,2.0,441.01,0.0,1
966,6.0,306.88,158.0,1
967,2.0,19.71,969.12,2
968,9.0,2274.85,1500.0,2
969,4.0,3750.06,1459.0,2
971,37.0,6708.82,870.0,0
972,11.0,369.22,150.0,1
973,12.0,1980.38,1435.0,2
974,8.0,448.69,156.0,1
975,1.0,0.02,70.0,1
976,6.0,1187.4,818.55,2
977,9.0,974.64,1400.0,2
978,9.0,2742.08,1532.0,2
979,16.0,6317.14,819.0,0
980,17.0,1557.58,819.16,0
981,8.0,245.9,150.0,1
983,13.0,2135.89,1022.0,0
985,8.0,310.19,150.0,1
986,7.0,124.93,2100.0,2
987,19.0,2639.79,1482.04,0
988,5.0,202.87,1077.27,2
989,24.0,2262.33,807.63,0
990,13.0,917.4,800.0,2
991,26.0,2495.91,160.0,0
994,5.0,788.48,1130.61,2
995,5.0,809.96,819.0,2
996,22.0,3107.23,986.03,0
997,26.0,5460.28,877.86,0
998,10.0,447.09,336.59,1
999,8.0,3247.19,158.0,1
1000,25.0,2795.68,2044.36,0
1001,8.0,847.81,342.15,1
1002,29.0,2391.45,2369.12,0
1003,7.0,237.61,0.0,1
1004,2.0,19.71,1000.0,2
1005,2.0,19.71,1569.12,2
1007,4.0,1413.29,486.0,1
1008,23.0,2154.32,1090.62,0
1009,5.0,196.03,707.09,1
1010,2.0,0.09,300.0,1
1011,21.0,1218.56,653.53,0
1012,17.0,1902.47,833.77,0
1013,25.0,2331.91,1090.0,0
1014,10.0,143.9,0.0,1
1015,11.0,2718.97,1130.61,0
1016,4.0,801.59,575.0,1
1017,14.0,1738.34,919.12,0
1018,18.0,2739.24,860.69,0
1019,19.0,4637.41,1990.82,0
1020,5.0,307.85,150.0,1
1021,28.0,5363.22,1100.0,0
1022,1.0,0.45,0.0,1
1023,9.0,251.68,1089.0,2
1024,2.0,404.3,2133.0,2
1025,29.0,5275.88,1400.0,0
1026,7.0,248.19,198.0,1
1027,14.0,1897.33,986.03,0
1028,13.0,1595.75,962.5,2
1029,36.0,2854.38,761.72,0
1030,11.0,1540.99,852.66,2
1031,8.0,566.58,158.0,1
1032,18.0,2785.96,700.0,0
1033,1.0,0.02,1461.19,2
1034,5.0,180.35,1240.0,2
1035,5.0,3172.98,158.0,1
1036,11.0,1586.28,847.29,2
1037,4.0,313.8,150.0,1
1038,10.0,5379.66,945.0,0
1040,25.0,1301.37,669.38,0
1041,24.0,1582.56,689.87,0
1042,9.0,551.77,1245.65,2
1043,11.0,6820.69,1273.0,0
1044,27.0,1812.68,819.16,0
1045,1.0,0.02,280.0,1
1046,13.0,1690.12,986.03,2
1047,28.0,5366.6,870.0,0
1048,3.0,164.03,950.0,2
1049,7.0,1172.57,819.0,2
1051,6.0,2030.91,1886.0,2
1053,29.0,4801.68,1022.18,0
1054,13.0,1093.22,634.65,1
1055,9.0,1639.11,800.0,2
1056,1.0,0.02,300.0,1
1058,1.0,0.02,589.94,1
1059,21.0,4037.58,819.16,0
1060,2.0,0.04,1617.85,2
1061,2.0,1.05,0.0,1
1062,12.0,1471.35,1301.36,2
1063,22.0,5552.57,870.0,0
1064,2.0,19.72,849.15,2
1065,4.0,20.64,2120.0,2
1066,9.0,2259.56,1896.71,2
1067,10.0,1283.64,874.53,2
1068,5.0,209.87,986.03,2
1069,21.0,1828.49,0.0,0
1070,27.0,2318.94,849.15,0
1073,2.0,200.31,0.0,1
1074,5.0,76.07,800.0,2
1075,7.0,842.03,1582.0,2
1076,2.0,0.04,704.73,1
1077,1.0,0.02,1116.41,2
1078,3.0,1225.61,0.0,1
1079,11.0,1596.29,0.0,1
1080,13.0,1868.95,807.0,0
1081,8.0,5530.78,2500.0,0
1082,4.0,659.51,2101.0,2
1083,26.0,3212.1,1369.0,0
1084,1.0,0.02,2085.0,2
1086,19.0,1658.42,860.69,0
1087,10.0,1591.53,807.63,2
1088,19.0,3782.47,1969.88,0
1089,5.0,3523.03,1470.77,2
1090,14.0,2191.32,1078.21,0
1091,5.0,481.28,0.0,1
1092,13.0,309.7,150.0,1
1093,2.0,19.71,150.0,1
1094,20.0,2481.26,1619.14,0
1095,28.0,2863.85,1096.0,0
1096,18.0,1959.68,849.15,0
1097,28.0,1833.33,1450.0,0
1098,5.0,321.46,0.0,1
1099,1.0,0.03,1550.0,2
1101,14.0,1522.0,840.0,0
1102,13.0,4312.48,833.77,0
1104,28.0,1628.03,156.87,0
1107,21.0,2219.37,926.9,0
1108,22.0,1416.26,673.0,0
1109,8.0,249.18,807.63,2
1110,10.0,6564.26,677.28,0
1111,3.0,21.59,2040.0,2
1112,17.0,4108.94,800.0,0
1113,2.0,1.87,0.0,1
1115,4.0,90.02,937.59,2
1116,7.0,1517.33,856.67,2
1117,1.0,10.85,930.0,2
1118,3.0,20.65,921.0,2
1119,5.0,138.23,0.0,1
1120,6.0,135.33,0.0,1
1121,12.0,1575.65,743.57,2
1122,29.0,2638.06,1090.62,0
1123,17.0,4096.4,1274.81,0
1124,13.0,4658.52,1381.0,0
1127,11.0,2459.42,650.0,0
1128,7.0,1590.13,1430.63,2
1131,9.0,1875.54,0.0,1
1133,22.0,2861.21,1100.0,0
1134,20.0,1658.94,849.15,0
1135,1.0,0.02,0.0,1
1136,2.0,0.04,830.0,2
1137,30.0,1981.06,706.45,0
1138,2.0,141.28,954.0,2
1139,24.0,4637.54,1178.0,0
1140,20.0,5464.45,2264.07,0
1141,13.0,299.61,150.0,1
1142,14.0,1677.55,150.0,1
1143,5.0,234.44,150.0,1
1144,1.0,0.02,1170.0,2
1149,5.0,418.94,320.8,1
1150,2.0,19.71,0.0,1
1151,24.0,4725.51,819.0,0
1153,21.0,2089.75,833.77,0
1154,14.0,2994.92,2160.42,2
1155,6.0,239.93,178.0,1
1156,15.0,3515.96,819.16,0
1157,17.0,1692.89,1506.12,0
1158,19.0,3113.96,1003.72,0
1159,8.0,299.38,158.0,1
1160,30.0,4404.21,860.0,0
1161,5.0,41.14,600.0,1
1162,23.0,2235.98,986.03,0
1164,8.0,514.41,1100.0,2
1165,1.0,0.02,414.41,1
1166,24.0,2319.17,1257.49,0
1167,14.0,2047.62,2241.99,2
1168,11.0,614.29,950.99,2
1169,8.0,1078.46,1219.58,2
1170,37.0,3105.85,1130.61,0
1171,2.0,19.72,0.0,1
1172,15.0,2169.26,1202.18,0
1173,4.0,3301.51,1940.0,2
1174,8.0,308.62,150.0,1
1175,8.0,2012.81,1753.56,2
1176,1.0,0.03,0.0,1
1177,20.0,514.73,807.63,0
1178,1.0,0.02,1000.0,2
1179,1.0,0.02,803.79,2
1181,1.0,0.02,0.0,1
1182,15.0,1568.39,937.59,0
1183,5.0,170.44,1200.0,2
1184,32.0,6041.98,904.52,0
1185,12.0,1519.59,792.1,2
1186,7.0,656.41,310.0,1
1187,25.0,2287.36,794.73,0
1189,19.0,1993.85,807.63,0
1190,16.0,1824.19,806.03,0
1191,3.0,51.06,850.0,2
1193,13.0,3585.96,1280.0,0
1194,1.0,0.02,396.0,1
1195,14.0,2123.23,1020.58,0
1197,13.0,1595.23,1543.0,2
1198,7.0,135.45,900.0,2
1199,18.0,2222.61,1211.43,0
1200,28.0,458.88,900.0,0
1201,2.0,19.71,860.69,2
1202,10.0,1372.3,708.33,1
1203,6.0,951.29,469.06,1
1204,13.0,2731.16,1090.0,0
1205,1.0,1.86,0.0,1
1206,1.0,0.02,850.0,2
1207,1.0,0.02,1000.0,2
1208,6.0,1127.96,890.0,2
1209,23.0,1755.36,680.0,0
1210,18.0,4269.14,1628.0,0
1211,10.0,845.36,158.0,1
1212,1.0,0.02,1930.0,2
1213,1.0,0.02,140.0,1
1215,9.0,475.76,180.0,1
1216,35.0,3410.51,1003.72,0
1218,13.0,520.36,1003.0,2
1219,13.0,1505.85,807.63,2
1220,27.0,2336.99,849.15,0
1221,24.0,6191.53,833.77,0
1222,21.0,2880.76,158.0,0
1223,4.0,6559.3,2396.83,0
1224,10.0,1771.57,1037.49,2
1225,34.0,3097.4,1473.24,0
1226,20.0,2614.96,1130.61,0
1227,37.0,950.5,156.78,0
1228,8.0,2806.69,0.0,1
1229,14.0,2383.3,1382.4,0
1230,2.0,0.04,544.0,1
1231,12.0,1867.09,819.16,0
1232,4.0,178.99,228.0,1
1233,2.0,69.74,969.0,2
1234,17.0,2157.74,1150.0,0
1236,10.0,1876.42,955.39,2
1237,9.0,151.12,670.0,1
1238,14.0,1623.62,1003.72,2
1239,17.0,2139.23,861.63,0
1240,4.0,136.97,700.0,1
1241,17.0,1838.84,807.63,0
1242,31.0,2711.73,1234.42,0
1243,7.0,966.34,434.0,1
1244,15.0,2017.39,937.0,0
1245,2.0,464.84,0.0,1
1246,2.0,362.21,388.46,1
1247,20.0,5432.28,1896.67,0
1248,25.0,2264.89,600.0,0
1249,1.0,0.02,0.0,1
1250,2.0,6.22,857.53,2
1251,2.0,1.31,1393.96,2
1252,2.0,19.71,150.0,1
1253,27.0,4701.15,833.77,0
1254,1.0,0.03,1900.0,2
1255,12.0,2789.05,540.84,0
1256,9.0,1589.25,807.63,2
1257,25.0,1715.47,833.77,0
1258,3.0,367.14,986.03,2
1259,11.0,1845.49,0.0,1
1261,1.0,0.02,765.0,1
1262,18.0,815.42,441.56,1
1264,12.0,1754.05,849.16,2
1265,2.0,19.71,1650.0,2
1266,26.0,4546.25,937.59,0
1267,23.0,2018.83,831.77,0
1268,15.0,3767.21,819.16,0
1269,2.0,0.04,717.07,1
1272,10.0,1779.29,860.69,2
1273,37.0,1395.56,692.25,0
1274,19.0,2288.78,1022.18,0
1275,11.0,2006.15,986.03,2
1276,10.0,1585.56,505.89,1
1277,32.0,1798.81,807.63,0
1279,26.0,3407.93,2070.0,0
1280,6.0,487.05,1220.0,2
1281,4.0,195.72,877.6,2
1283,5.0,297.81,158.0,1
1285,4.0,204.67,950.0,2
1287,12.0,1212.75,158.0,1
1288,8.0,1311.27,697.72,1
1289,8.0,1093.89,870.69,2
1290,8.0,1247.97,819.16,2
1291,7.0,299.24,150.0,1
1292,6.0,461.91,0.0,1
1293,2.0,1000.84,835.0,2
1294,1.0,0.02,260.0,1
1295,4.0,43.11,1511.0,2
1296,1.0,0.02,1430.0,2
1297,6.0,7468.56,467.3,0
1298,7.0,476.85,1513.0,2
1299,3.0,1665.08,0.0,1
1300,13.0,2180.05,1822.43,2
1301,19.0,1977.14,986.03,0
1302,3.0,2649.32,1009.0,2
1303,1.0,0.02,0.0,1
1304,8.0,236.98,158.0,1
1305,5.0,219.71,807.63,2
1306,5.0,1756.14,800.0,2
1307,16.0,2108.7,650.55,0
1308,16.0,1760.7,807.63,0
1309,9.0,1368.36,770.91,2
1310,35.0,2366.19,1022.18,0
1311,6.0,497.57,1309.31,2
1312,23.0,2602.62,1010.06,0
1313,1.0,0.26,1154.0,2
1314,1.0,0.02,1054.0,2
1315,2.0,19.71,1600.0,2
1317,5.0,2249.53,2115.21,2
1320,25.0,2290.13,1254.62,0
1321,4.0,237.15,725.0,1
1322,8.0,330.86,1844.53,2
1323,19.0,1557.91,720.6,0
1324,19.0,1459.89,819.16,0
1325,1.0,0.03,1350.0,2
1326,18.0,2054.72,833.77,0
1327,12.0,1542.72,789.61,2
1328,2.0,19.71,0.0,1
1329,6.0,637.43,1190.37,2
1331,36.0,2230.74,607.94,0
1332,1.0,0.02,1180.0,2
1333,12.0,2004.96,850.0,0
1334,2.0,19.73,940.0,2
1335,20.0,3895.44,849.15,0
1337,11.0,1908.41,969.12,2
1338,22.0,2011.93,1241.0,0
1339,30.0,2850.45,1022.18,0
1340,17.0,2317.76,1200.0,0
1342,8.0,402.82,158.0,1
1343,25.0,2141.52,874.53,0
1344,16.0,1619.52,819.16,0
1345,8.0,5182.09,120.0,0
1346,1.0,0.02,610.0,1
1347,1.0,0.02,1364.0,2
1348,35.0,5600.31,150.0,0
1349,8.0,1213.62,867.72,2
1350,14.0,1030.24,900.0,2
1351,8.0,545.13,550.84,1
1352,26.0,2764.65,672.54,0
1354,14.0,1890.24,860.69,0
1357,9.0,710.54,483.0,1
1360,16.0,2365.42,1528.24,0
1361,26.0,517.88,150.0,0
1363,13.0,1362.33,712.34,2
1364,5.0,1383.67,1695.0,2
1365,1.0,0.02,0.0,1
1367,28.0,1871.11,807.63,0
1368,1.0,0.11,0.0,1
1369,14.0,1753.06,800.0,0
1370,10.0,546.2,807.63,2
1371,29.0,2249.32,920.67,0
1372,5.0,808.32,920.0,2
1373,27.0,1766.8,833.77,0
1374,16.0,1912.6,150.0,1
1375,2.0,551.6,1360.0,2
1376,6.0,424.47,566.0,1
1377,14.0,1591.2,819.16,0
1378,19.0,1287.9,729.41,0
1379,32.0,1965.02,885.71,0
1380,4.0,424.56,2000.0,2
1381,2.0,101.55,340.0,1
1383,14.0,1818.9,2135.0,2
1384,11.0,348.86,158.0,1
1386,13.0,2153.88,1216.58,0
1387,12.0,1863.5,888.0,2
1388,5.0,114.77,0.0,1
1389,35.0,2815.97,789.29,0
1390,5.0,515.81,670.0,1
1391,3.0,780.3,2500.0,2
1392,14.0,1533.2,632.93,0
1393,24.0,2284.97,1212.64,0
1394,28.0,1863.32,807.63,0
1396,1.0,0.02,160.0,1
1397,23.0,4145.53,1119.12,0
1398,11.0,1925.58,1119.12,2
1399,11.0,558.25,150.0,1
1400,7.0,438.32,937.59,2
1401,11.0,1254.57,1370.0,2
1402,2.0,19.71,1070.62,2
1403,2.0,19.71,150.0,1
1404,17.0,495.46,180.0,1
1405,7.0,355.51,1022.18,2
1406,24.0,4254.56,718.18,0
1407,1.0,0.02,970.0,2
1408,3.0,553.58,379.01,1
1409,2.0,353.76,845.0,2
1410,10.0,133.78,150.0,1
1412,2.0,1.41,150.0,1
1414,13.0,7114.84,738.41,0
1415,5.0,257.98,1003.72,2
1416,2.0,19.71,696.38,1
1418,15.0,2018.75,920.67,0
1419,1.0,0.03,0.0,1
1420,5.0,706.07,960.0,2
1421,4.0,43.12,600.0,1
1422,10.0,1415.28,819.16,2
1423,3.0,1503.01,916.23,2
1425,35.0,5848.53,860.69,0
1426,6.0,288.35,1143.0,2
1427,14.0,1697.39,849.0,0
1428,28.0,2278.32,1167.87,0
1429,3.0,342.69,278.0,1
1430,27.0,1870.99,1580.69,0
1431,13.0,2653.16,708.81,0
1432,1.0,0.02,1480.0,2
1433,31.0,2506.95,497.56,0
1434,17.0,1628.77,819.16,0
1435,25.0,2692.36,160.0,0
1436,3.0,29.8,0.0,1
1437,2.0,19.71,0.0,1
1438,29.0,4440.89,1694.0,0
1439,2.0,0.04,1020.0,2
1440,11.0,1771.03,0.0,1
1441,12.0,1710.18,813.87,2
1442,2.0,1.39,0.0,1
1444,13.0,614.54,100.0,1
1445,7.0,1317.05,888.37,2
1446,1.0,0.02,1600.0,2
1447,11.0,1850.43,937.59,2
1449,6.0,577.48,1982.0,2
1450,18.0,2117.85,721.19,0
1451,15.0,1691.16,837.63,0
1452,16.0,2050.73,933.15,0
1453,29.0,2838.04,1700.0,0
1454,33.0,4924.09,860.69,0
1455,1.0,0.02,1400.0,2
1456,6.0,425.22,600.0,1
1457,15.0,381.06,1492.0,2
1458,1.0,0.03,669.78,1
1459,16.0,1865.87,833.77,0
1460,28.0,2747.4,807.63,0
1462,29.0,2412.02,1139.0,0
1463,1.0,0.02,100.0,1
1464,8.0,1379.33,819.0,2
1465,8.0,1327.11,1946.24,2
1471,11.0,1959.12,1090.62,2
1473,5.0,1036.28,709.03,1
1474,10.0,917.54,634.06,1
1475,9.0,2614.75,1589.01,2
1476,5.0,938.09,535.45,1
1477,2.0,19.71,0.0,1
1478,13.0,2231.12,948.0,0
1479,8.0,1684.27,1111.28,2
1480,17.0,2025.67,954.51,0
1481,10.0,1171.54,819.16,2
1482,2.0,171.56,0.0,1
1483,1.0,0.02,0.0,1
1484,22.0,4216.76,0.0,0
1486,1.0,0.02,1150.0,2
1487,26.0,3884.85,874.0,0
1488,34.0,1751.55,1002.57,0
1490,16.0,1222.12,547.73,1
1492,14.0,1715.71,917.06,0
1493,16.0,1908.82,736.15,0
1494,16.0,3093.1,1620.0,0
1495,21.0,2129.85,733.8,0
1496,22.0,2586.82,807.63,0
1497,5.0,250.71,150.0,1
1498,2.0,1.02,100.0,1
1500,9.0,1434.19,860.69,2
1501,2.0,19.71,150.0,1
1502,17.0,2732.59,1285.6,0
1503,33.0,3738.51,1161.96,0
1504,26.0,3596.97,1949.59,0
1506,27.0,2377.81,761.7,0
1507,19.0,1207.2,2090.0,2
1508,20.0,2026.86,0.0,0
1510,1.0,0.02,0.0,1
1511,2.0,19.71,150.0,1
1512,7.0,187.04,649.0,1
1513,17.0,2779.99,1028.95,0
1514,11.0,2410.84,1600.0,2
1515,37.0,5000.25,1234.42,0
1517,12.0,3354.02,0.0,0
1518,4.0,161.43,870.0,2
1519,15.0,2506.42,1003.72,0
1520,18.0,4101.96,1032.0,0
1521,2.0,0.04,1522.0,2
1522,7.0,1344.38,1024.36,2
1523,20.0,1674.08,849.15,0
1524,10.0,5711.16,150.0,0
1525,11.0,1841.71,1022.18,2
1526,10.0,768.84,760.0,2
1527,20.0,2988.07,832.56,0
1528,1.0,0.02,850.0,2
1530,6.0,1100.91,0.0,1
1531,15.0,1614.05,1840.0,2
1533,2.0,0.08,703.0,1
1534,13.0,2022.74,937.59,0
1535,16.0,1696.72,874.48,0
1536,20.0,3446.39,807.63,0
1537,4.0,268.09,590.0,1
1538,22.0,535.76,568.87,0
1540,4.0,72.89,0.0,1
1541,23.0,3616.05,807.63,0
1542,3.0,358.87,559.06,1
1543,36.0,2318.95,856.84,0
1544,11.0,2129.38,1125.63,2
1545,10.0,1414.56,2418.47,2
1546,5.0,1230.43,649.04,1
1547,25.0,2113.05,150.0,0
1548,3.0,764.37,1400.0,2
1549,35.0,1083.16,1373.66,0
1550,6.0,241.5,158.0,1
1552,13.0,1528.88,632.68,1
1555,12.0,1883.59,954.51,2
1558,12.0,936.74,1100.0,2
1559,5.0,2.07,900.0,2
1560,2.0,19.71,954.51,2
1561,12.0,1888.22,951.13,2
1562,17.0,1767.34,1492.93,0
1563,36.0,1614.65,1003.63,0
1564,25.0,2026.0,863.66,0
1565,32.0,3196.6,750.0,0
1566,7.0,742.56,937.59,2
1567,35.0,1976.51,666.08,0
1568,14.0,1521.33,1100.0,2
1570,2.0,19.71,1075.0,2
1571,5.0,176.92,1200.0,2
1573,3.0,50.14,1332.34,2
1574,11.0,1671.44,807.63,2
1575,5.0,193.48,1200.0,2
1576,25.0,337.09,168.0,1
1577,7.0,1276.8,700.0,1
1580,19.0,1589.1,870.67,0
1581,14.0,1497.2,819.16,0
1583,22.0,983.33,904.48,0
1584,29.0,2270.71,865.3,0
1585,10.0,1984.33,1050.0,2
1587,17.0,2055.98,757.51,0
1588,14.0,2691.52,1366.03,0
1589,20.0,1955.7,954.0,0
1590,17.0,1490.89,833.77,0
1591,2.0,20.0,761.0,1
1593,17.0,1435.83,804.63,0
1594,18.0,4034.74,1234.42,0
1595,7.0,439.57,200.0,1
1596,26.0,2855.77,964.25,0
1597,15.0,2117.79,0.0,1
1601,19.0,1479.42,807.63,0
1602,29.0,3073.24,937.59,0
1603,16.0,1858.97,833.77,0
1605,4.0,1842.6,792.05,2
1606,3.0,351.46,2000.0,2
1608,16.0,4309.38,860.69,0
1609,23.0,1860.97,730.28,0
1613,13.0,1350.13,686.02,1
1614,11.0,1957.29,860.69,2
1615,14.0,548.16,807.63,2
1616,21.0,2269.47,874.53,0
1617,37.0,2973.62,722.97,0
1618,8.0,187.93,888.0,2
1621,34.0,7017.29,812.0,0
1622,19.0,2634.29,819.16,0
1624,19.0,1704.62,849.15,0
1625,13.0,3980.11,1635.74,0
1626,2.0,24.75,1022.0,2
1627,8.0,3352.75,1005.05,0
1628,15.0,623.13,807.63,2
1629,4.0,92.11,0.0,1
1630,16.0,2044.46,1022.18,0
1631,15.0,2241.45,1303.72,0
1632,10.0,1194.98,800.0,2
1633,2.0,1.02,2500.0,2
1634,23.0,1655.26,879.14,0
1635,20.0,1541.63,702.87,0
1636,7.0,1440.46,819.0,2
1637,5.0,46.86,0.0,1
1638,27.0,7515.41,672.92,0
1640,6.0,756.96,596.75,1
1641,13.0,320.33,2400.0,2
1642,2.0,19.72,0.0,1
1643,7.0,1549.19,0.0,1
1644,1.0,0.02,800.0,2
1645,21.0,3951.12,1003.72,0
1646,1.0,0.46,0.0,1
1647,15.0,1969.86,849.15,0
1648,15.0,3099.15,1994.84,0
1649,6.0,1415.44,1140.0,2
1651,3.0,3.45,0.0,1
1653,3.0,21.88,1003.72,2
1654,4.0,100.35,1003.72,2
1655,32.0,5006.75,1465.66,0
1656,12.0,1998.01,588.9,0
1657,1.0,0.02,0.0,1
1658,24.0,6050.31,1080.35,0
1659,1.0,0.02,1450.0,2
1660,8.0,1500.17,819.16,2
1661,21.0,2572.64,1083.79,0
1662,14.0,1530.64,1400.0,2
1663,28.0,2454.26,969.12,0
1664,6.0,1529.3,929.0,2
1665,24.0,1811.25,770.51,0
1666,7.0,1910.07,874.53,2
1667,4.0,890.98,445.02,1
1668,1.0,0.02,833.77,2
1670,2.0,1.03,800.0,2
1671,25.0,3859.59,1040.0,0
1672,26.0,1726.17,198.0,0
1673,6.0,2082.02,0.0,1
1674,23.0,2617.52,1040.0,0
1675,11.0,1523.69,819.16,2
1676,3.0,96.53,800.0,2
1677,23.0,2107.67,969.12,0
1678,7.0,805.93,1513.11,2
1679,19.0,2235.69,920.67,0
1681,32.0,2842.59,466.83,0
1682,18.0,2025.37,874.53,0
1683,15.0,250.63,150.0,1
1684,3.0,669.89,1498.97,2
1685,2.0,19.71,150.0,1
1686,21.0,1907.18,819.16,0
1687,14.0,748.82,523.26,1
1688,16.0,1681.36,987.84,0
1689,1.0,0.31,1903.84,2
1690,28.0,2324.88,819.16,0
1691,2.0,19.71,0.0,1
1692,13.0,1542.23,160.0,1
1693,12.0,1538.74,670.22,1
1694,36.0,3414.29,937.59,0
1696,22.0,1467.03,819.16,0
1697,7.0,121.55,948.91,2
1698,34.0,3223.67,1650.63,0
1699,34.0,750.53,627.62,0
1700,18.0,2068.03,1363.14,0
1701,8.0,379.85,150.0,1
1702,8.0,1619.92,807.63,2
1703,13.0,3279.24,158.0,0
1704,2.0,10.62,919.0,2
1705,18.0,1488.1,807.63,0
1706,1.0,0.02,1456.0,2
1707,5.0,1390.04,703.33,1
1708,35.0,2572.63,926.63,0
1711,6.0,2344.44,1277.0,2
1712,13.0,639.35,327.84,1
1713,22.0,2739.6,969.12,0
1714,4.0,141.7,1700.0,2
1715,19.0,1661.08,864.0,0
1716,4.0,973.54,1203.21,2
1717,2.0,19.71,0.0,1
1718,16.0,676.69,954.51,2
1719,4.0,284.47,0.0,1
1720,11.0,1809.7,1090.0,2
1721,11.0,3754.81,1623.54,0
1722,7.0,201.46,1374.66,2
1724,1.0,0.62,2327.73,2
1725,17.0,2482.97,0.0,0
1726,31.0,3180.7,819.16,0
1728,4.0,203.43,1009.61,2
1729,34.0,3736.38,819.16,0
1730,29.0,2553.04,937.59,0
1732,6.0,143.23,0.0,1
1733,12.0,2523.8,860.0,0
1734,19.0,1956.75,937.59,0
1735,17.0,1695.76,849.15,0
1736,37.0,1745.9,849.15,0
1737,27.0,2305.21,833.77,0
1738,11.0,239.61,150.0,1
1740,13.0,2938.12,1103.95,0
1741,6.0,258.53,258.0,1
1742,19.0,2093.48,849.15,0
1744,29.0,7591.7,2086.0,0
1745,20.0,2047.06,888.0,0
1747,18.0,2259.29,1090.0,0
1748,25.0,1240.44,650.0,0
1749,1.0,0.02,380.0,1
1750,9.0,471.69,1384.0,2
1751,1.0,0.02,900.0,2
1752,12.0,456.02,964.25,2
1754,26.0,4600.06,1628.76,0
1756,15.0,3388.32,0.0,0
1757,14.0,2736.26,0.0,1
1758,23.0,1621.94,160.0,0
1759,11.0,2010.68,680.0,0
1760,13.0,1340.34,150.0,1
1761,11.0,2074.74,1200.0,2
1762,15.0,1878.19,150.0,1
1763,14.0,356.78,0.0,1
1764,11.0,1025.81,0.0,1
1765,3.0,201.06,1500.0,2
1766,7.0,193.69,807.53,2
1767,3.0,178.63,178.0,1
1768,11.0,745.4,0.0,1
1769,4.0,789.38,2200.0,2
1770,1.0,0.02,250.0,1
1771,6.0,1465.05,426.25,1
1772,3.0,254.88,1380.0,2
1773,16.0,450.94,318.0,1
1774,1.0,0.31,450.0,1
1775,23.0,2144.54,721.53,0
1776,16.0,1305.76,929.0,0
1777,20.0,1641.16,687.53,0
1778,12.0,3803.84,986.03,0
1779,6.0,290.27,180.0,1
1780,15.0,1529.46,769.85,0
1781,10.0,749.13,158.0,1
1782,7.0,2254.26,996.19,2
1783,1.0,0.03,0.0,1
1784,25.0,359.34,178.0,1
1785,10.0,514.51,1153.0,2
1786,23.0,2251.71,954.51,0
1787,12.0,1904.23,864.0,0
1790,1.0,0.31,600.0,1
1791,10.0,1753.8,1099.72,2
1792,10.0,2312.13,905.62,2
1794,21.0,2644.76,819.16,0
1795,33.0,1717.51,860.69,0
1796,13.0,2446.6,1169.0,0
1798,2.0,318.42,315.0,1
1799,22.0,1227.75,456.0,0
1801,15.0,1866.37,819.16,0
1802,2.0,19.71,150.0,1
1804,1.0,0.02,1289.0,2
1806,16.0,1769.04,150.0,1
1807,2.0,307.86,303.16,1
1808,28.0,2620.58,0.0,0
1809,21.0,5439.77,860.69,0
1810,6.0,1162.56,2094.0,2
1811,11.0,1928.5,834.71,2
1812,2.0,19.71,350.0,1
1813,13.0,2253.36,160.0,1
1814,17.0,5643.72,860.69,0
1815,11.0,2337.46,1303.95,2
1816,3.0,2824.26,945.06,2
1818,1.0,0.02,1106.0,2
1819,12.0,2260.33,0.0,1
1820,23.0,4423.97,973.56,0
1821,9.0,1384.31,1300.0,2
1822,31.0,566.82,258.0,0
1823,3.0,158.09,158.0,1
1824,2.0,0.04,600.0,1
1825,12.0,2326.91,798.93,0
1826,6.0,295.19,150.0,1
1827,8.0,2174.38,1867.5,2
1828,16.0,4022.02,1125.01,0
1829,1.0,0.02,0.0,1
1830,20.0,1896.44,1003.72,0
1831,1.0,0.05,1750.0,2
1832,6.0,962.34,690.0,1
1833,2.0,280.42,0.0,1
1834,11.0,367.72,150.0,1
1835,19.0,3347.96,1022.18,0
1837,9.0,452.79,980.52,2
1838,20.0,2086.14,800.0,0
1839,18.0,1286.52,657.97,0
1840,8.0,259.93,150.0,1
1841,1.0,0.02,0.0,1
1842,18.0,2487.29,1420.0,0
1844,9.0,1251.46,1200.0,2
1845,1.0,0.02,400.0,1
1846,1.0,0.02,1000.0,2
1847,2.0,19.71,0.0,1
1848,8.0,253.51,150.0,1
1851,1.0,0.02,440.0,1
1852,1.0,0.02,1160.0,2
1853,3.0,124.79,930.0,2
1854,8.0,524.77,1403.43,2
1855,3.0,476.36,739.27,1
1856,4.0,181.11,178.0,1
1857,29.0,1961.1,819.16,0
1858,9.0,1612.4,1417.0,2
1859,10.0,289.97,150.0,1
1860,10.0,433.51,158.0,1
1863,5.0,4656.42,1465.1,0
1864,25.0,2035.06,986.03,0
1865,1.0,0.02,1200.0,2
1866,25.0,4950.66,860.69,0
1867,8.0,1578.75,158.0,1
1868,10.0,946.46,960.0,2
1869,25.0,1802.88,986.03,0
1870,21.0,1534.29,819.16,0
1871,18.0,3095.07,769.05,0
1872,28.0,5597.82,653.73,0
1873,6.0,282.17,150.0,1
1874,16.0,1642.99,888.08,0
1875,11.0,1143.86,1108.61,2
