Frecuencia,Transaccionalidad,Ingresos,Cluster
7.0,283.37,280.0,0
13.0,8259.6,1272.87,2
1.0,0.02,150.0,0
15.0,1359.24,860.69,0
5.0,285.55,150.0,0
35.0,5937.92,2578.9,2
3.0,901.69,1500.0,1
3.0,2197.45,0.0,0
28.0,1453.19,743.85,2
4.0,149.33,1101.35,0
38.0,2279.21,870.0,2
8.0,1688.87,822.61,0
6.0,6435.32,4090.0,1
6.0,241.86,3700.0,1
1.0,0.02,900.0,0
7.0,2507.64,4054.48,1
18.0,4219.72,150.0,2
2.0,168.11,1778.0,1
10.0,1177.57,1288.46,0
14.0,526.07,684.0,0
3.0,314.63,1522.51,1
14.0,1829.78,969.12,0
11.0,1645.85,1003.72,0
13.0,7051.17,1130.61,2
18.0,2035.79,1022.0,0
18.0,3463.05,1566.92,2
1.0,0.02,2000.0,1
13.0,2789.38,1000.0,0
10.0,481.41,180.0,0
4.0,269.4,573.31,0
3.0,88.12,885.85,0
33.0,4719.04,158.0,2
22.0,2642.61,855.55,2
2.0,19.71,0.0,0
48.0,1309.7,158.0,2
22.0,1215.22,870.0,0
3.0,72.84,0.0,0
51.0,8645.74,1086.64,2
14.0,2247.6,920.67,0
7.0,1808.15,860.0,0
1.0,0.02,340.0,0
2.0,0.03,1750.0,1
1.0,0.02,800.0,0
3.0,89.97,0.0,0
5.0,308.15,150.0,0
17.0,2028.8,819.16,0
15.0,5839.0,1570.0,2
40.0,2806.24,821.0,2
7.0,359.64,158.0,0
1.0,0.02,0.0,0
6.0,530.68,674.59,0
18.0,2074.17,986.0,0
21.0,2430.03,805.0,2
2.0,19.71,3353.0,1
6.0,1168.65,158.0,0
3.0,120.73,2045.39,1
15.0,7800.17,1616.21,2
16.0,1485.88,0.0,0
15.0,1601.33,800.0,0
2.0,3.22,1097.0,0
12.0,7204.78,449.79,2
13.0,2192.21,1014.94,0
8.0,2162.68,2084.0,1
8.0,242.71,1086.0,0
12.0,1084.37,2014.32,1
10.0,1712.78,874.53,0
1.0,0.02,1400.0,0
1.0,1.64,1500.0,1
17.0,6564.7,1300.0,2
4.0,153.99,893.0,0
22.0,2233.76,833.77,2
1.0,0.02,0.0,0
30.0,4040.45,1212.64,2
26.0,2694.28,771.09,2
15.0,1584.74,150.0,0
12.0,4045.17,819.16,0
21.0,1947.08,954.51,2
6.0,379.2,740.95,0
3.0,253.38,800.0,0
26.0,1868.38,856.84,2
3.0,66.76,1343.28,0
36.0,3147.08,927.41,2
3.0,178.62,178.0,0
2.0,19.71,0.0,0
16.0,1909.9,3044.43,1
33.0,3188.23,986.03,2
4.0,184.79,1130.61,0
21.0,11333.81,1234.32,2
2.0,19.71,750.0,0
11.0,7437.26,1250.0,2
12.0,2741.28,661.42,0
2.0,1.03,450.0,0
1.0,0.03,0.0,0
11.0,1455.76,819.0,0
2.0,103.13,2050.0,1
13.0,1885.9,607.43,0
1.0,0.02,0.0,0
8.0,899.68,819.0,0
33.0,8107.31,1070.0,2
17.0,1673.66,150.0,0
31.0,2475.51,800.0,2
1.0,0.02,50.0,0
13.0,830.03,1218.14,0
9.0,1804.85,462.0,0
13.0,1980.16,601.13,0
2.0,60.03,670.0,0
1.0,0.02,1600.0,1
10.0,1997.33,0.0,0
14.0,5591.61,1646.46,2
11.0,2500.74,860.0,0
1.0,0.07,1530.0,1
8.0,756.8,715.06,0
33.0,11261.86,819.16,2
9.0,361.46,280.0,0
1.0,0.02,820.0,0
2.0,19.71,1110.61,0
21.0,3509.57,937.62,2
2.0,38.95,969.12,0
10.0,1818.71,980.0,0
1.0,0.02,960.54,0
11.0,1001.98,1867.31,1
21.0,635.89,360.0,0
29.0,2376.11,1117.0,2
19.0,1780.36,962.12,0
13.0,1057.01,540.0,0
12.0,1353.22,1050.0,0
2.0,0.04,1482.04,1
14.0,1968.05,807.63,0
3.0,35.98,0.0,0
8.0,1022.72,651.1,0
15.0,866.71,158.0,0
1.0,0.02,1588.0,1
9.0,1531.63,830.0,0
19.0,2167.24,849.15,0
4.0,336.76,1015.0,0
5.0,252.26,961.81,0
9.0,233.03,278.0,0
13.0,322.81,158.0,0
10.0,789.76,843.0,0
3.0,706.4,0.0,0
13.0,602.11,180.0,0
6.0,924.78,554.55,0
4.0,46.12,750.0,0
2.0,19.71,0.0,0
7.0,2843.04,800.42,0
8.0,1167.09,1558.0,1
20.0,1690.03,833.77,0
25.0,30.63,2350.0,1
1.0,0.07,1385.0,0
18.0,1548.11,819.16,0
3.0,158.71,158.0,0
11.0,1957.8,1015.0,0
11.0,288.97,150.0,0
31.0,2723.08,1257.0,2
38.0,5531.34,2059.36,2
4.0,1206.93,730.0,0
7.0,1629.09,0.0,0
9.0,145.52,950.0,0
15.0,2499.3,1090.62,0
10.0,2767.56,1700.08,1
5.0,233.78,746.21,0
23.0,3927.13,716.26,2
27.0,2590.98,819.16,2
24.0,2909.67,1003.72,2
18.0,2114.46,1850.0,1
18.0,3824.73,1243.09,2
25.0,2499.68,980.0,2
5.0,1105.22,2733.0,1
19.0,1828.33,874.53,0
8.0,1693.89,2150.0,1
18.0,2284.3,953.72,0
16.0,1892.09,954.51,0
8.0,244.48,700.0,0
2.0,200.93,0.0,0
3.0,30.02,2223.0,1
1.0,0.03,0.0,0
17.0,9535.63,1800.0,2
1.0,0.02,100.0,0
27.0,1785.43,849.15,2
4.0,487.89,1042.13,0
2.0,19.72,1130.0,0
6.0,3541.73,1477.43,1
6.0,967.52,732.58,0
1.0,0.03,1550.0,1
27.0,2361.48,1009.75,2
23.0,1722.27,860.69,2
25.0,1882.26,1525.2,2
15.0,391.13,208.0,0
10.0,622.21,1630.0,1
8.0,1248.94,533.21,0
11.0,741.23,378.98,0
5.0,228.98,278.0,0
10.0,3432.38,0.0,0
29.0,3449.39,1257.49,2
15.0,878.76,1060.0,0
12.0,1325.27,0.0,0
23.0,2505.29,860.69,2
7.0,258.56,158.0,0
1.0,0.02,3500.0,1
5.0,1586.87,840.0,0
11.0,2099.08,993.81,0
4.0,12.13,1500.0,1
11.0,1610.31,807.63,0
11.0,186.2,803.68,0
3.0,903.87,376.9,0
17.0,1814.84,2214.0,1
1.0,0.02,800.0,0
4.0,1043.81,1430.66,0
14.0,2035.39,2124.15,1
9.0,640.83,0.0,0
58.0,4422.32,0.0,2
30.0,2353.7,849.15,2
1.0,0.02,200.0,0
10.0,2445.35,716.0,0
9.0,693.5,2475.47,1
18.0,20185.69,1022.0,2
13.0,1646.93,807.63,0
49.0,2167.5,849.15,2
19.0,1840.65,160.0,0
9.0,877.41,0.0,0
3.0,933.36,740.0,0
18.0,1552.27,819.16,0
4.0,273.74,394.42,0
4.0,193.36,2800.0,1
13.0,908.04,158.0,0
23.0,2714.53,976.66,2
18.0,1840.69,811.47,0
17.0,1697.76,833.77,0
16.0,1653.95,769.0,0
36.0,2207.96,929.07,2
26.0,2338.1,1070.62,2
4.0,587.64,1020.0,0
54.0,5995.04,594.01,2
9.0,1161.9,1494.0,1
12.0,2083.87,974.03,0
18.0,4223.96,2124.09,1
10.0,1543.25,1807.0,1
23.0,4042.33,2176.59,1
14.0,2063.45,1101.51,0
12.0,1978.25,2036.0,1
7.0,858.44,150.0,0
1.0,0.02,2014.0,1
5.0,180.35,1200.0,0
20.0,2411.21,2152.12,1
16.0,2829.75,792.0,0
1.0,0.02,800.0,0
15.0,1070.07,208.0,0
11.0,1762.76,1110.61,0
22.0,3263.2,1416.5,2
6.0,1707.07,942.03,0
9.0,1824.71,2181.47,1
8.0,976.64,849.0,0
54.0,5583.48,774.95,2
2.0,1.31,0.0,0
1.0,0.03,677.39,0
26.0,1894.15,819.16,2
8.0,326.71,158.0,0
32.0,1426.88,1757.27,2
11.0,2073.55,968.55,0
5.0,295.64,158.0,0
28.0,4085.96,1152.23,2
3.0,157.81,158.0,0
16.0,1919.21,819.16,0
14.0,2502.93,511.78,0
25.0,2497.06,790.0,2
17.0,1483.55,600.0,0
4.0,1600.04,650.0,0
19.0,14001.61,1572.6,2
17.0,1128.64,1050.77,0
3.0,0.13,300.0,0
16.0,9670.91,849.15,2
16.0,2446.67,986.0,0
22.0,17828.52,1408.0,2
16.0,1958.47,1886.03,1
31.0,5267.31,807.63,2
21.0,1578.72,819.0,0
1.0,0.02,2984.37,1
1.0,0.02,5200.0,1
57.0,9393.09,840.0,2
29.0,2723.72,995.77,2
20.0,3987.54,1418.46,2
2.0,10.3,400.0,0
27.0,8221.68,0.0,2
1.0,0.02,800.0,0
15.0,1996.48,711.63,0
3.0,596.36,395.0,0
27.0,3484.1,800.0,2
3.0,40.33,893.75,0
22.0,13661.1,1022.18,2
44.0,3337.13,982.03,2
3.0,1.37,150.0,0
7.0,230.22,150.0,0
1.0,0.02,969.12,0
8.0,1065.78,725.0,0
22.0,5155.52,589.0,2
22.0,2227.72,969.12,2
1.0,0.02,1680.0,1
15.0,3546.39,1214.43,2
25.0,2464.81,807.63,2
19.0,548.53,200.0,0
19.0,1927.2,807.0,0
18.0,2182.09,849.0,0
16.0,1253.9,877.33,0
9.0,677.16,435.0,0
26.0,2417.32,807.0,2
17.0,1243.78,158.0,0
9.0,487.62,807.0,0
18.0,2201.43,937.59,0
13.0,671.47,156.0,0
9.0,298.87,150.0,0
14.0,1245.47,703.68,0
15.0,6350.03,3789.86,1
1.0,0.57,1000.0,0
3.0,2003.99,2176.17,1
23.0,2871.53,1022.18,2
1.0,0.02,1170.0,0
19.0,12938.79,1758.78,2
21.0,3150.78,969.0,2
4.0,178.97,278.0,0
16.0,2028.62,1326.03,0
24.0,2120.12,644.89,2
40.0,8391.49,1722.0,2
32.0,2693.11,849.15,2
4.0,293.32,754.56,0
28.0,6725.55,0.0,2
1.0,0.31,1782.0,1
1.0,0.02,681.0,0
24.0,3564.13,639.46,2
17.0,4763.01,1003.72,2
1.0,0.02,0.0,0
1.0,0.02,1857.0,1
6.0,1186.52,722.4,0
23.0,5845.53,783.77,2
8.0,209.53,158.0,0
13.0,1200.0,606.45,0
16.0,2283.1,2703.49,1
17.0,2439.58,150.0,0
2.0,40.0,1472.12,1
9.0,1228.42,807.63,0
7.0,354.02,433.93,0
15.0,1070.23,168.0,0
17.0,1123.55,623.76,0
19.0,1764.23,807.63,0
23.0,6327.34,860.69,2
31.0,3255.02,2250.88,2
1.0,0.02,0.0,0
7.0,2047.09,0.0,0
1.0,0.02,1452.0,1
11.0,4042.41,942.13,0
10.0,463.92,150.0,0
13.0,1858.8,920.67,0
21.0,5236.82,1569.28,2
1.0,0.02,300.0,0
9.0,882.43,810.28,0
11.0,1715.83,887.0,0
13.0,2078.56,860.69,0
7.0,575.82,1886.54,1
1.0,0.02,0.0,0
24.0,4684.25,682.08,2
2.0,19.71,784.0,0
15.0,1753.4,849.15,0
2.0,1.02,650.0,0
26.0,4422.39,928.33,2
26.0,1853.58,819.16,2
10.0,2950.01,2539.31,1
7.0,1430.75,965.36,0
26.0,2652.39,675.53,2
5.0,212.01,980.39,0
7.0,358.6,1390.71,0
2.0,19.71,0.0,0
4.0,254.93,999.01,0
12.0,1843.93,892.79,0
13.0,1065.07,969.12,0
1.0,0.02,700.0,0
26.0,5868.07,762.0,2
24.0,3608.74,687.59,2
2.0,7.02,600.0,0
29.0,2092.06,769.12,2
58.0,4333.67,1050.61,2
15.0,4438.91,819.16,2
17.0,1266.67,807.63,0
21.0,1606.29,819.16,0
8.0,2109.58,822.35,0
2.0,19.71,2350.0,1
12.0,3418.69,1214.0,0
26.0,2159.51,807.0,2
15.0,1949.85,700.0,0
5.0,622.36,268.06,0
41.0,4975.63,969.12,2
11.0,1360.58,160.0,0
13.0,2081.48,1243.0,0
8.0,298.86,150.0,0
6.0,743.84,630.7,0
7.0,12229.82,849.15,2
18.0,1922.23,1003.72,0
13.0,2320.66,1130.0,0
22.0,1871.32,1236.03,2
3.0,377.96,180.0,0
5.0,1541.9,1860.0,1
6.0,1035.01,947.27,0
2.0,19.71,2100.0,1
8.0,872.47,488.0,0
26.0,1842.23,819.16,2
4.0,39.43,0.0,0
29.0,5835.73,860.69,2
1.0,0.02,150.0,0
12.0,1315.97,850.0,0
12.0,800.26,480.0,0
21.0,1745.98,904.52,2
1.0,0.02,700.0,0
11.0,1875.48,1860.0,1
6.0,831.42,2039.0,1
3.0,157.81,150.0,0
8.0,323.35,150.0,0
19.0,5826.11,2700.0,1
4.0,329.46,0.0,0
23.0,1746.61,150.0,0
3.0,92.53,247.0,0
19.0,2260.07,860.69,0
2.0,104.11,1120.0,0
14.0,5201.0,1152.81,2
3.0,76.22,0.0,0
3.0,41.01,0.0,0
2.0,1.02,3200.0,1
21.0,2255.56,0.0,0
8.0,111.04,1559.09,1
8.0,1179.03,807.63,0
51.0,4173.89,1450.28,2
31.0,1486.06,929.41,2
17.0,3225.77,833.77,2
1.0,0.02,3300.0,1
1.0,0.09,0.0,0
2.0,69.71,150.0,0
1.0,0.03,100.0,0
25.0,5185.53,741.0,2
11.0,845.11,680.6,0
8.0,1181.15,777.87,0
1.0,0.02,1385.0,0
1.0,0.02,1200.0,0
3.0,300.53,1568.0,1
40.0,1781.17,819.0,2
23.0,2776.17,1280.56,2
8.0,259.11,1120.0,0
41.0,3017.72,1233.42,2
17.0,2016.58,977.49,0
7.0,190.22,2400.0,1
5.0,1288.15,580.0,0
35.0,1850.0,807.63,2
8.0,179.2,849.0,0
4.0,538.23,410.2,0
1.0,0.02,200.0,0
2.0,1.02,2800.0,1
38.0,3157.45,804.51,2
8.0,373.41,158.0,0
25.0,2325.26,2550.13,1
8.0,1409.6,1022.18,0
5.0,132.22,994.32,0
5.0,306.04,2880.0,1
6.0,1765.19,872.48,0
2.0,2.18,2100.0,1
10.0,24422.14,3211.0,2
9.0,750.84,569.69,0
21.0,4860.5,954.51,2
1.0,0.02,2100.0,1
6.0,179.18,150.0,0
42.0,3785.93,807.63,2
1.0,0.12,150.0,0
9.0,1733.68,842.0,0
6.0,1714.87,904.52,0
36.0,8148.72,904.0,2
8.0,1917.18,970.0,0
1.0,0.02,1201.03,0
9.0,1584.86,879.0,0
18.0,1899.27,833.77,0
9.0,1344.08,540.0,0
1.0,0.1,0.0,0
28.0,2887.7,749.51,2
33.0,2790.81,800.0,2
15.0,1163.12,1135.38,0
24.0,4317.24,1800.0,2
56.0,3468.53,1060.63,2
18.0,2697.82,158.0,0
1.0,0.02,150.0,0
25.0,5424.57,807.63,2
1.0,0.02,0.0,0
6.0,1750.43,425.8,0
18.0,1824.66,791.12,0
4.0,26.94,2020.0,1
8.0,856.58,1765.0,1
1.0,0.03,2100.0,1
8.0,1187.54,698.2,0
5.0,132.88,986.03,0
23.0,2163.39,849.15,2
36.0,15362.46,156.0,2
1.0,0.03,0.0,0
2.0,210.58,800.0,0
13.0,3342.82,1310.53,0
6.0,318.18,150.0,0
17.0,708.05,365.74,0
31.0,19138.09,150.0,2
14.0,2113.67,1041.44,0
5.0,304.23,1003.72,0
1.0,0.09,0.0,0
11.0,1639.89,874.53,0
6.0,561.64,1700.0,1
6.0,2017.06,2835.83,1
8.0,1707.47,120.0,0
15.0,2148.67,0.0,0
15.0,9368.8,3210.41,1
13.0,1924.9,807.63,0
6.0,260.07,157.0,0
32.0,2126.22,1632.19,2
29.0,1831.17,849.15,2
24.0,4445.48,969.12,2
1.0,0.02,2597.0,1
24.0,2762.14,150.0,2
25.0,396.99,150.0,0
13.0,9657.66,2370.0,2
13.0,2178.55,1002.68,0
1.0,0.02,1020.0,0
9.0,278.16,150.0,0
5.0,774.76,1445.13,1
1.0,0.02,3000.0,1
18.0,1736.9,677.93,0
14.0,620.87,1200.0,0
32.0,2816.03,1257.49,2
11.0,609.85,240.0,0
7.0,936.25,536.0,0
2.0,74.43,794.48,0
31.0,1384.94,819.0,2
15.0,1489.28,959.38,0
32.0,2058.53,740.0,2
33.0,2567.78,794.88,2
12.0,5683.7,1800.0,1
11.0,1973.52,1066.0,0
32.0,4989.65,1697.52,2
2.0,0.04,0.0,0
19.0,391.12,150.0,0
17.0,1874.84,819.16,0
31.0,2580.58,833.79,2
30.0,4599.85,885.54,2
4.0,43.12,760.0,0
25.0,1831.15,854.21,2
3.0,565.12,1401.59,0
10.0,378.89,150.0,0
14.0,1604.51,1540.58,1
26.0,2375.0,860.69,2
17.0,1596.11,643.34,0
12.0,1127.61,1464.32,1
16.0,2893.01,0.0,0
10.0,2911.29,684.42,0
5.0,1126.32,762.16,0
29.0,2513.05,861.62,2
18.0,1827.48,0.0,0
45.0,2250.39,819.16,2
6.0,317.75,400.0,0
7.0,695.58,577.46,0
27.0,1777.6,800.0,2
2.0,1760.76,2109.58,1
16.0,2351.73,1130.61,0
14.0,2042.56,856.0,0
7.0,900.63,160.0,0
24.0,2558.11,1022.18,2
15.0,3430.28,847.63,0
14.0,1303.58,833.77,0
22.0,3864.87,960.0,2
12.0,1431.1,1351.05,0
7.0,1169.91,700.0,0
24.0,2923.89,936.03,2
21.0,4224.42,819.16,2
4.0,240.2,1300.0,0
47.0,3400.77,969.0,2
4.0,1195.62,1284.0,0
4.0,46.12,1309.76,0
12.0,2006.14,1043.2,0
7.0,1573.47,1258.0,0
35.0,2192.82,900.0,2
27.0,2302.12,1234.42,2
17.0,1984.77,1003.72,0
9.0,1826.86,1054.48,0
15.0,1898.57,819.16,0
16.0,1831.73,849.15,0
11.0,2574.08,1193.43,0
2.0,19.71,0.0,0
4.0,1487.67,3207.82,1
31.0,3911.81,0.0,2
1.0,0.02,156.0,0
1.0,0.02,200.0,0
5.0,1902.65,2310.0,1
8.0,342.81,180.0,0
27.0,182.34,0.0,0
13.0,1670.01,1003.72,0
5.0,46.12,2600.0,1
6.0,1521.2,160.0,0
6.0,537.16,513.0,0
1.0,0.02,2250.0,1
8.0,1086.06,692.0,0
1.0,0.31,1850.0,1
19.0,1583.75,862.56,0
1.0,0.02,1500.0,1
5.0,2125.34,890.0,0
26.0,1919.51,807.63,2
13.0,1673.56,1985.94,1
10.0,560.41,0.0,0
26.0,2939.78,950.0,2
33.0,1793.87,804.63,2
11.0,1836.58,819.0,0
12.0,1920.73,860.0,0
10.0,1626.69,944.02,0
13.0,2225.93,1518.0,1
1.0,0.03,1900.0,1
10.0,1877.94,920.67,0
18.0,1433.13,850.0,0
19.0,1435.69,824.76,0
3.0,0.14,1218.68,0
29.0,2080.73,807.0,2
2.0,524.62,1365.0,0
2.0,19.71,150.0,0
4.0,5.04,2000.0,1
7.0,841.91,1597.76,1
3.0,40.47,1380.0,0
26.0,1364.68,819.16,2
37.0,6079.67,807.63,2
4.0,609.72,1000.0,0
15.0,3235.15,1643.97,1
23.0,2937.34,1003.72,2
6.0,584.03,406.52,0
18.0,2788.81,1098.0,2
30.0,1700.07,807.63,2
11.0,762.83,1022.18,0
2.0,1.02,366.0,0
3.0,13.63,485.55,0
5.0,80.4,681.0,0
18.0,4471.19,1400.0,2
1.0,0.02,800.0,0
1.0,0.02,660.0,0
27.0,2372.41,888.37,2
8.0,666.85,1132.0,0
21.0,2433.28,701.69,2
5.0,417.81,807.63,0
9.0,94.66,920.44,0
27.0,1874.65,804.63,2
1.0,0.02,900.0,0
17.0,528.4,158.0,0
21.0,1130.0,1120.0,0
14.0,5892.24,1003.72,2
12.0,1987.62,954.0,0
4.0,297.8,150.0,0
15.0,1580.61,1235.0,0
3.0,178.76,230.0,0
1.0,0.02,2500.0,1
18.0,1859.7,1014.94,0
12.0,1971.22,0.0,0
12.0,2443.38,786.44,0
42.0,2685.61,1488.37,2
33.0,1647.9,807.63,2
17.0,4778.94,458.0,2
11.0,1410.78,0.0,0
21.0,2743.41,1369.17,2
5.0,3.93,2421.7,1
13.0,1707.31,870.0,0
12.0,1412.1,452.91,0
2.0,19.71,150.0,0
2.0,19.71,959.38,0
13.0,2238.55,1008.98,0
5.0,179.54,1022.0,0
28.0,3917.41,975.0,2
16.0,1920.15,1333.73,0
11.0,449.88,150.0,0
1.0,0.02,0.0,0
39.0,16763.67,150.0,2
35.0,1869.04,860.69,2
2.0,30.0,2220.0,1
25.0,849.61,0.0,0
29.0,2290.14,180.0,2
4.0,80.79,2652.54,1
6.0,282.69,158.0,0
3.0,944.31,667.0,0
29.0,2440.37,977.0,2
3.0,600.75,985.0,0
32.0,2206.82,819.16,2
4.0,1.66,1375.37,0
11.0,508.97,1200.0,0
32.0,992.61,823.71,2
13.0,1216.94,650.18,0
19.0,7876.45,689.88,2
16.0,8832.38,208.0,2
6.0,704.82,840.0,0
5.0,180.37,1639.31,1
22.0,2025.42,874.53,2
3.0,72.5,150.0,0
13.0,4139.95,2584.92,1
11.0,1013.08,327.39,0
18.0,1223.93,150.0,0
16.0,3459.47,807.63,0
17.0,1463.99,360.27,0
28.0,1982.38,175.0,2
7.0,850.17,512.22,0
19.0,2082.44,3715.47,1
5.0,4324.3,2430.0,1
2.0,0.04,1200.0,0
4.0,172.24,733.33,0
18.0,2638.75,750.0,0
5.0,219.5,0.0,0
3.0,293.74,1250.0,0
21.0,5555.43,964.16,2
6.0,741.6,556.07,0
5.0,281.77,150.0,0
35.0,2415.34,833.77,2
19.0,1849.52,1951.4,1
12.0,1638.1,1041.03,0
7.0,1685.42,860.69,0
4.0,168.85,0.0,0
14.0,1276.5,574.37,0
4.0,314.37,750.0,0
2.0,300.32,0.0,0
8.0,329.4,1794.0,1
1.0,0.02,1622.95,1
30.0,5372.95,3230.33,1
1.0,0.02,123.39,0
21.0,9258.24,833.77,2
9.0,1177.65,3600.0,1
13.0,4963.26,1200.25,2
8.0,805.79,1260.0,0
7.0,3006.88,1480.0,1
1.0,0.03,1250.0,0
12.0,1505.75,707.25,0
16.0,1884.25,1100.0,0
43.0,4625.49,1331.0,2
15.0,4500.77,972.18,2
21.0,1777.04,1003.72,2
26.0,3977.3,860.0,2
1.0,0.02,621.0,0
2.0,0.04,769.0,0
13.0,10683.39,860.69,2
8.0,411.2,1022.18,0
28.0,1921.46,819.16,2
9.0,2000.66,920.67,0
4.0,49.7,1700.0,1
16.0,1412.08,860.69,0
41.0,3487.33,1613.0,2
5.0,461.56,1163.0,0
8.0,1575.54,819.16,0
14.0,434.37,750.0,0
21.0,2016.98,664.0,2
2.0,19.71,517.09,0
18.0,2305.76,1257.49,2
13.0,309.81,158.0,0
5.0,876.98,1022.18,0
10.0,1431.05,1313.46,0
17.0,1637.89,749.0,0
24.0,1525.08,899.16,2
39.0,4538.73,2171.07,2
10.0,835.44,785.0,0
1.0,0.03,1240.0,0
4.0,2000.33,976.37,0
16.0,771.87,566.0,0
7.0,762.24,0.0,0
2.0,0.04,1910.72,1
2.0,25.31,670.03,0
42.0,10581.98,1148.0,2
4.0,938.54,872.34,0
8.0,1938.76,990.0,0
15.0,2851.58,849.0,0
17.0,425.58,150.0,0
2.0,2.35,1068.0,0
18.0,1602.85,606.0,0
10.0,149.24,1750.0,1
3.0,69.72,0.0,0
15.0,1589.11,1976.19,1
6.0,2124.97,1037.71,0
24.0,2043.52,1095.62,2
6.0,890.52,451.0,0
14.0,741.86,158.0,0
12.0,1471.13,833.77,0
11.0,1727.98,777.59,0
11.0,1753.3,889.0,0
23.0,3483.05,850.0,2
2.0,132.64,0.0,0
24.0,2734.76,1090.0,2
7.0,254.78,158.0,0
12.0,2897.57,1130.61,0
21.0,1228.78,0.0,0
20.0,500.73,2085.0,1
22.0,1528.03,1818.74,1
2.0,0.04,628.0,0
11.0,2058.48,716.34,0
17.0,1237.2,819.16,0
5.0,295.55,1116.14,0
2.0,19.71,910.64,0
6.0,1243.58,494.27,0
1.0,0.62,0.0,0
32.0,3024.09,1212.0,2
15.0,5527.5,678.49,2
2.0,19.72,682.95,0
7.0,2237.27,796.69,0
19.0,2095.4,1780.0,1
33.0,2005.05,704.0,2
26.0,7633.18,833.77,2
22.0,2281.26,1233.06,2
1.0,0.02,650.0,0
4.0,53.98,980.0,0
7.0,1008.01,578.0,0
32.0,3952.77,1118.87,2
35.0,1988.67,833.77,2
17.0,1449.96,833.77,0
22.0,2194.78,1561.73,2
1.0,0.03,681.6,0
17.0,2294.72,760.0,0
1.0,0.03,0.0,0
2.0,180.09,1607.79,1
19.0,21617.29,0.0,2
13.0,1781.95,849.15,0
3.0,750.19,822.13,0
13.0,1293.74,2000.0,1
18.0,21163.51,1003.72,2
1.0,0.02,2524.0,1
2.0,1.93,2210.0,1
1.0,0.02,150.0,0
2.0,19.71,0.0,0
19.0,2638.04,1293.0,2
18.0,1137.21,790.39,0
16.0,2173.86,860.0,0
2.0,0.04,4185.0,1
2.0,19.74,0.0,0
27.0,1741.78,874.0,2
8.0,356.66,903.0,0
3.0,1203.03,0.0,0
18.0,3305.05,156.78,0
9.0,1308.54,807.63,0
21.0,1518.95,819.16,0
9.0,475.63,1200.0,0
58.0,2388.35,160.0,2
17.0,1347.12,819.16,0
8.0,1678.85,692.25,0
1.0,0.02,375.0,0
3.0,218.09,3101.01,1
6.0,366.5,0.0,0
14.0,4626.52,1450.0,2
29.0,2277.95,1630.61,2
1.0,0.05,850.0,0
2.0,0.05,685.17,0
22.0,3170.63,1477.43,2
5.0,179.79,0.0,0
3.0,157.81,150.0,0
33.0,2226.43,4110.99,1
27.0,1928.51,985.44,2
20.0,1889.57,1907.21,1
26.0,1965.27,0.0,2
8.0,2094.49,713.32,0
2.0,300.23,2000.0,1
28.0,3926.28,1400.0,2
19.0,1430.98,807.0,0
22.0,3389.04,923.2,2
2.0,0.04,0.0,0
5.0,277.59,150.0,0
1.0,0.12,850.0,0
27.0,1428.27,0.0,2
18.0,1042.27,418.0,0
18.0,1670.28,833.77,0
7.0,2156.11,1014.0,0
10.0,1001.55,816.44,0
11.0,415.41,158.0,0
16.0,13879.65,888.37,2
34.0,2813.76,819.16,2
6.0,246.46,1200.0,0
4.0,295.93,1050.0,0
32.0,2366.11,1110.61,2
1.0,0.65,1207.0,0
20.0,2683.67,2250.0,1
28.0,1502.9,807.63,2
1.0,0.06,1400.0,0
2.0,82.8,1000.0,0
10.0,1731.52,1231.12,0
28.0,2976.82,1265.44,2
15.0,2205.85,1090.62,0
4.0,1015.95,1400.0,0
6.0,902.25,2215.74,1
8.0,754.17,519.24,0
19.0,6686.18,1022.02,2
7.0,5010.63,692.0,0
11.0,1285.1,807.63,0
6.0,3021.1,888.21,0
9.0,390.01,180.0,0
31.0,2452.37,1022.18,2
8.0,1697.6,1600.0,1
24.0,771.48,650.0,0
42.0,2909.56,1408.0,2
6.0,823.26,639.5,0
3.0,210.72,1239.3,0
27.0,6628.31,2420.79,2
9.0,9962.63,1987.19,2
18.0,3263.0,1055.0,2
4.0,376.85,620.0,0
7.0,1638.95,904.25,0
20.0,2606.92,330.0,0
5.0,156.33,0.0,0
1.0,0.02,0.0,0
1.0,0.02,300.0,0
4.0,35.05,0.0,0
1.0,0.02,200.0,0
13.0,1886.91,2380.0,1
14.0,1660.82,966.66,0
5.0,198.99,180.0,0
1.0,0.02,1980.0,1
9.0,8.6,1600.0,1
8.0,1708.06,1025.33,0
20.0,624.07,1200.0,0
30.0,2499.91,675.95,2
33.0,25520.84,0.0,2
21.0,8043.06,849.15,2
4.0,13.25,180.0,0
21.0,2783.7,833.0,2
37.0,6069.58,830.0,2
45.0,2619.35,960.12,2
6.0,259.99,188.91,0
22.0,8554.65,1230.05,2
14.0,1949.18,2007.44,1
10.0,983.94,1208.0,0
27.0,2100.67,1128.91,2
26.0,4691.65,2161.69,2
7.0,6103.23,1500.0,1
13.0,1364.97,0.0,0
20.0,2099.11,0.0,0
25.0,15043.16,819.16,2
6.0,205.39,925.0,0
4.0,186.84,0.0,0
2.0,1204.35,0.0,0
9.0,4050.51,819.16,0
30.0,5586.84,719.69,2
3.0,20.7,0.0,0
17.0,2088.89,0.0,0
4.0,185.59,180.0,0
7.0,900.05,1118.0,0
4.0,289.27,2810.0,1
